bico_injetor_id;componente_id_1;quantidade_1;componente_id_2;quantidade_2;componente_id_3;quantidade_3;componente_id_4;quantidade_4;componente_id_5;quantidade_5;componente_id_6;quantidade_6;componente_id_7;quantidade_7;componente_id_8;quantidade_8
BI-10281;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10282;C-0734;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10283;C-0734;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10284;C-1619;2;C-1639;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10285;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10286;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10287;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10288;C-1623;1;C-1630;1;C-1699;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10289;C-1625;1;C-1632;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10290;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10291;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10292;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10293;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10294;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10295;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10296;C-1644;1;C-0703;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10297;C-1420;1;C-1421;1;C-0045;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10298;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10299;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10300;C-0699;1;C-0752;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10301;C-0699;1;C-0752;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10302;C-1644;1;C-0703;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10303;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10304;C-1385;2;C-1386;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10305;C-1385;2;C-1386;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10306;C-1385;2;C-1386;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10307;C-1385;2;C-1386;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10308;C-1385;2;C-1386;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10309;C-1385;2;C-1386;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10310;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10311;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10312;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10313;C-1622;2;C-1629;2;C-1639;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10314;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10315;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10316;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10317;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10318;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10319;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10320;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10321;C-1373;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10322;C-0789;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10323;C-1625;2;C-1635;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10324;C-1625;2;C-1635;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10325;C-0477;1;C-1223;1;C-1861;1;C-0685;1;C-0788;1;NA;NA;NA;NA;NA;NA
BI-10326;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10327;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10328;C-1621;1;C-1622;1;C-1628;1;C-1660;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-10329;C-1621;1;C-1622;1;C-1628;1;C-1660;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-10330;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10331;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10332;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10333;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10334;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10335;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10336;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10337;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10338;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10339;C-1631;2;C-0580;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10340;C-1631;2;C-0580;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10341;C-1631;2;C-0580;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10342;C-1628;2;C-2030;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10343;C-1628;2;C-2030;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10344;C-1628;2;C-2030;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10345;C-1628;2;C-2030;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10346;C-1475;1;C-1476;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10347;C-0444;2;C-0445;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10348;C-0444;2;C-0445;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10349;C-1355;1;C-1356;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10350;C-1203;1;C-0008;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10351;C-1622;1;C-1629;1;C-1970;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10352;C-1642;1;C-0599;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10353;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10354;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10355;C-0168;1;C-0787;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10356;C-1866;1;C-1867;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10357;C-1866;1;C-1867;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10358;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10359;C-0640;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10360;C-1615;1;C-0794;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10361;C-0699;1;C-0777;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10362;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10363;C-1624;1;C-1631;1;C-1641;1;C-1839;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-10364;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10365;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10366;C-0699;1;C-0751;1;C-0795;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10367;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10368;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10369;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10370;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10371;C-0732;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10372;C-1866;1;C-1867;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10373;C-1625;1;C-1632;1;C-1649;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10374;C-1626;2;C-1633;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10375;C-1626;2;C-1633;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10376;C-1555;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10377;C-1555;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10378;C-1355;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10379;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10380;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10381;C-1545;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10382;C-1615;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10383;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10384;C-1195;1;C-0345;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10385;C-1195;1;C-0345;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10388;C-1882;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10389;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10390;C-1623;2;C-1630;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10391;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10392;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10393;C-1623;2;C-1630;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10394;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10395;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10396;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10397;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10398;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10399;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10400;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10401;C-1385;2;C-1386;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10402;C-1385;2;C-1386;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10403;C-1638;1;C-1645;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10404;C-1932;1;C-0883;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10405;C-1624;1;C-1631;1;C-1889;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10406;C-1624;1;C-1631;1;C-1889;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10407;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10408;C-1642;1;C-1649;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10409;C-1642;1;C-1649;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10410;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10411;C-1642;1;C-1649;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10412;C-1642;1;C-1649;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10413;C-0797;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10415;C-1629;2;C-0579;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10416;C-1629;2;C-0579;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10417;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10418;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10419;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10420;C-0699;1;C-0751;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10421;C-0699;1;C-0751;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10422;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10423;C-1649;1;C-0807;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10424;C-1649;1;C-0807;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10425;C-1623;2;C-1630;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10426;C-1623;1;C-1630;1;C-1640;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10427;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10428;C-1203;1;C-0008;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10429;C-1615;1;C-0008;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10430;C-1626;1;C-1633;1;C-1643;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10431;C-1626;1;C-1633;1;C-1643;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10432;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10433;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10434;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10436;C-0162;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10437;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10438;C-1632;1;C-0749;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10439;C-1411;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10440;C-0165;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10441;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10443;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10448;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10449;C-0423;1;C-1233;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10450;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10451;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10452;C-1615;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10453;C-0568;1;C-0808;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10454;C-2020;1;C-2021;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10455;C-0275;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10456;C-0275;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10457;C-0809;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10458;C-1648;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10459;C-1648;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10460;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10461;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10462;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10463;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10464;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10465;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10466;C-0444;1;C-0445;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10467;C-1963;1;C-0071;2;C-0079;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10468;C-1963;1;C-0071;2;C-0079;1;C-0881;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-10469;C-0071;1;C-0804;1;C-0808;1;C-0880;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-10470;C-1444;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10471;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10472;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10473;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10474;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10475;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10476;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10477;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10478;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10479;C-0423;1;C-1233;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10480;C-1623;1;C-1630;1;C-1640;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10481;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10482;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10483;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10484;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10485;C-1624;1;C-1631;1;C-2005;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10486;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10487;C-0424;2;C-1497;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10488;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10489;C-1631;2;C-0580;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10490;C-1631;2;C-0580;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10491;C-0801;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10492;C-1641;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10493;C-1638;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10494;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10495;C-1620;1;C-1627;1;C-1637;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10496;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10501;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10502;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10503;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10504;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10505;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10506;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10507;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10508;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10509;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10510;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10511;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10512;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10513;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10514;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10515;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10516;C-0562;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10517;C-0448;1;C-0449;1;C-1622;1;C-1629;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-10518;C-1624;1;C-1655;1;C-0388;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10519;C-1625;1;C-1632;1;C-2032;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10520;C-1625;1;C-1632;1;C-1642;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10521;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10522;C-1621;1;C-1628;1;C-1870;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10523;C-0065;1;C-0074;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10524;C-0065;1;C-0074;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10525;C-1792;1;C-0546;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10526;C-1792;1;C-0221;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10527;C-1792;1;C-0221;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-10528;C-1792;1;C-0221;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
